sort_name,source
"Bassett, Samuel B., 1896-1971",NACO Authority File [SYNC]
"Lipp, Leo",Unspecified Ingested Source
"Spring, Salman",Unspecified Ingested Source
"Kaufman, Paul",Unspecified Ingested Source
"Uitti, John",Unspecified Ingested Source
"Bashford, Herbert, 1871-1928",NACO Authority File
"Spada, John",NACO Authority File
"Pinkney, David H.",NACO Authority File
"Force, Horton",Unspecified Ingested Source
"Kruckeberg, Arthur R.",NACO Authority File
"Post, Edith",Unspecified Ingested Source
"Parks, Donald L. (Donald Lee), 1931-",NACO Authority File
"Goodglick, Samuel",Unspecified Ingested Source
"Liddle, Julius, d. 1960",NACO Authority File
"Katsman, Baruch",Local Sources [SYNC]
"Kaplan, Seymour H.",Unspecified Ingested Source
"White, Ernest",Unspecified Ingested Source
"Olson, Ronald L. (Ronald Leroy), 1895-1979",Unspecified Ingested Source
"Pruzan, Harry",Unspecified Ingested Source
"Wanamaker, Pearl Anderson, 1899-1984",NACO Authority File [SYNC]
"Keisler, Herman I.",NACO Authority File [SYNC]
"Mitchell, John R. (John Richard), 1861-1939",NACO Authority File
"Rosenbaum, Mildred Hardin",Unspecified Ingested Source
"Calvo, Rose Azose",Unspecified Ingested Source
"Wilson, Oliver King",Unspecified Ingested Source
"Savage, Ellen Augusta",Local Sources
"Kinscella, Hazel Gertrude",NACO Authority File
"Descaves, Lucien, 1861-1949",NACO Authority File
"Robbins, Floyd David",NACO Authority File
"Coney, Thelma M",Unspecified Ingested Source
"Hilpert, David",Unspecified Ingested Source
"Roberts, Milnor, 1877-1965",NACO Authority File [SYNC]
"Rand, Laurance B.",Unspecified Ingested Source
"Reese, Mary Hynson",Unspecified Ingested Source
"Wehn, James A.",Local Sources [SYNC]
"Price, R. Mel",Unspecified Ingested Source
"Bilimoria, Eleanor D.",Unspecified Ingested Source
"Etkin, Cecilie",Unspecified Ingested Source
"Petersen, Olga E.",Unspecified Ingested Source
"Carr, Kenneth Mills",Unspecified Ingested Source
"Beck, Eleanor Nordhoff, -1966",NACO Authority File [SYNC]
"Schermer, Jennie Davis",Unspecified Ingested Source
"Shaw, George Coombs, 1877-",Unspecified Ingested Source
"Yesler, Henry L. (Henry Leiter), 1810-1892",NACO Authority File
"Strawn, Dorothy Rosevear, 1916-2001",Local Sources [SYNC]
"Marchioro, Thomas L., 1928-1995",Local Sources [SYNC]
"Elmendorf, Alice R.",Unspecified Ingested Source
"Marckworth, Gordon D.",Local Sources [SYNC]
"Eccles, John M.",Local Sources
"Ensinck, John W.",Local Sources
"Van Buskirk, Philip C. (Philip Clayton), 1833-1903",NACO Authority File
"Malin, Alec M.",Unspecified Ingested Source
"Eulenberg, Julia Niebuhr",NACO Authority File
"Kirk, Ruth",NACO Authority File [SYNC]
"Spafford, Elizabeth Sandvig",Unspecified Ingested Source
"Westland, Jack, 1904-",NACO Authority File
"Beeson, Simeon A.",Unspecified Ingested Source
"Greene, Samuel, 1835-1921",Unspecified Ingested Source
"Nelson, Emma Anderson",Unspecified Ingested Source
"Fisher, William",Unspecified Ingested Source
"Broyles, Julie Anne",Unspecified Ingested Source
"Beckey, Fred W., 1921-",Unspecified Ingested Source
"Shorter, David Allen",NACO Authority File
"Lewis, Brian J.",NACO Authority File
"Toner, Ethelyn B.",Local Sources
"Rogers, John Rankin, 1838-1901",Unspecified Ingested Source
"Miller, Elmer, 1898-1978",NACO Authority File [SYNC]
"Rutelonis, Ruby",Unspecified Ingested Source
"Weiss, Helen S. (Helen Siegel)",Local Sources
"Carlson, Edward E. (Edward Elmer), 1911-",NACO Authority File
"McClees, Johanna",Local Sources
"Shaul, David Leedom",NACO Authority File
"Ayer, Elizabeth",Unspecified Ingested Source
"Farrar, Timothy, 1747-1842",Unspecified Ingested Source
"Price, Ruth A.",Unspecified Ingested Source
"Loughran, Henrietta Adams, 1898-1980",NACO Authority File
"Pringle, Robert William",Unspecified Ingested Source
"Aronin, Sam",Unspecified Ingested Source
"Berman, Judith, 1958-",NACO Authority File
"Feinberg, Goldie",Unspecified Ingested Source
"McLean, Corbett",Unspecified Ingested Source
"Gandy, Joseph E.",Local Sources [SYNC]
"Becker, Dorothy",Unspecified Ingested Source
"Potjes, Edouard, 1868-1931",NACO Authority File
"Wheeler, Jeanie Shaw",Unspecified Ingested Source
"Davis, Norman, 1897-",NACO Authority File
"Lamphere, Phyllis",NACO Authority File
"Denny, Brewster C.",NACO Authority File
"Munro, Kathleen, 1892-",NACO Authority File [SYNC]
"Church, Philemon Edwards, 1902-",Unspecified Ingested Source
"McClure, Horace",NACO Authority File
"Shapiro, Baruch, 1880-1970",NACO Authority File
"Martin, James, 1928-",NACO Authority File [SYNC]
"Bowen, Betty, 1919-1977",NACO Authority File [SYNC]
"Lougheed, Samuel D",Unspecified Ingested Source
"Van den Berghe, Pierre L.",NACO Authority File
"Krom, Sophia",Unspecified Ingested Source
"Landes, Bertha Knight, 1868-1943",NACO Authority File [SYNC]
"Ralkowski, Henry",Unspecified Ingested Source
"Frithiof, Karl",Unspecified Ingested Source
"Evans, Evan Idris",Unspecified Ingested Source
"Gonzales, Boyer",NACO Authority File
"Basset, Zoe",Unspecified Ingested Source
"Armstrong, Calvin",Local Sources [SYNC]
"Asia, Benjamin, 1915-",Unspecified Ingested Source
"Lowry, Mike",NACO Authority File [SYNC]
"Lange, Greg",Unspecified Ingested Source
"Polack, Morris, 1905-",Unspecified Ingested Source
"Graudenz, Samuel",Unspecified Ingested Source
"Eichler, David",Unspecified Ingested Source
"Beder, Oscar Edward",Unspecified Ingested Source
"Mirel, James L., 1947-",NACO Authority File
"Caston, Jennie",Unspecified Ingested Source
"Widditsch, Ann",NACO Authority File
"Klukken, Iver J.",NACO Authority File
"Anderson, Guy, 1906-1998",NACO Authority File [SYNC]
"Goren, Harold",Unspecified Ingested Source
"Waite, Alvin H. (Alvin Henry), 1862-1929",Unspecified Ingested Source
"Blanchet, Augustine Magloire Alexander, 1797-1887",Unspecified Ingested Source
"Sanford, Marvin",Unspecified Ingested Source
"Triem, Eve, 1902-1992",Unspecified Ingested Source
"Metcalfe, Vernon",Unspecified Ingested Source
"Warren, Felix, 1852-1937",Unspecified Ingested Source
"Johnson, Jasper W.",Unspecified Ingested Source
"Frankel, Joseph",Unspecified Ingested Source
"Riley, Allen",Unspecified Ingested Source
"Prosch, Thomas Wickham, 1850-1915",Unspecified Ingested Source
"Redington, John W., 1851-1935",NACO Authority File
"Anches, Irving, 1909-",Unspecified Ingested Source
"Gowen, Lancelot Edward",Unspecified Ingested Source
"Harris, Phyllis Pier",NACO Authority File
"Nelson, Albert",Unspecified Ingested Source
"Keville, Peter",Unspecified Ingested Source
"Bulosan, Carlos",NACO Authority File [SYNC]
"Hinkson, Mercedes Q.",Local Sources
"Benditt, Earl P., 1916-",Unspecified Ingested Source
"Wright, Virginia",Unspecified Ingested Source
"McCausland, Norman",Unspecified Ingested Source
"Steinbrueck, Victor",NACO Authority File [SYNC]
"Geballe, Ronald, 1918-",NACO Authority File [SYNC]
"Johnston, Norman J.",NACO Authority File
"Francis, Peter D.",Unspecified Ingested Source
"Ansley, Helen Green",Unspecified Ingested Source
"Wolfstone, Michael",Unspecified Ingested Source
"Richardson, Hollan",Unspecified Ingested Source
"Schenk, Maria",Unspecified Ingested Source
"Watanabe, Taul",Unspecified Ingested Source
"Bufvers, John",NACO Authority File
"Schmitz, Henry, 1892-1965",NACO Authority File
"Schocken, Ruth",Local Sources
"Harris, Julia",Unspecified Ingested Source
"Barker, Pierce W.",Unspecified Ingested Source
"Okada, Robert",Unspecified Ingested Source
"Corey, Theron B.",Unspecified Ingested Source
"Taff, Alice",Unspecified Ingested Source
"Zalesky, Philip H.",NACO Authority File
"Kikuchi, Chihiro, 1914-",Unspecified Ingested Source
"Lee, Kai N.",Unspecified Ingested Source
"Wright, Katharyn",Unspecified Ingested Source
"Dunning, Vernon H.",Unspecified Ingested Source
"Chong, Fay",NACO Authority File [SYNC]
"Leatherwood, Stephen",Unspecified Ingested Source
"Phillips, W. W. (William Wellington)",NACO Authority File
"Doran, Hazel Helen Preston",Unspecified Ingested Source
"Pearson, Mowbray French, 1879-1951",Unspecified Ingested Source
"Robinson, Dwight Edwards, 1914-1988",Unspecified Ingested Source
"Kirsten, Frederick Kurt, b. 1885",NACO Authority File
"Luark, Michael Fleenen, 1818-1901",NACO Authority File [SYNC]
"Tunks, Margaret C.",Unspecified Ingested Source
"Duffy, Lucille",Unspecified Ingested Source
"Gerberding, William P., 1929-2014",NACO Authority File [SYNC]
"Rankin, Jeanette, 1880-1973",Unspecified Ingested Source
University of Washington. Office of Research in Medical Education,NACO Authority File
University Outing Club,Unspecified Ingested Source
University of Washington. Oceanographic Laboratories,Unspecified Ingested Source
U.S. International Biological Program. Coniferous Forest Biome,NACO Authority File
Northeastern Resources Committee (U.S.),NACO Authority File
University of Washington. College of Arts and Sciences Research and Facilities Office,Unspecified Ingested Source
University of Washington. American Indian Studies Program,Unspecified Ingested Source
University of Washington. Child Development and Mental Retardation Center. Rehabilitation Studies Office,Unspecified Ingested Source
University of Washington. School of Drama. Costume Department,Unspecified Ingested Source
University of Washington. Libraries. Innovative Acquisitions Accounting Team,Unspecified Ingested Source
"Harborview Medical Center (Seattle, Wash.). Community and Public Relations Department",Unspecified Ingested Source
Pacific Northwest Labor History Association,NACO Authority File
University of Washington. Olympic (periodical),Unspecified Ingested Source
Foundation for Research at the University of Washington,Unspecified Ingested Source
Puget Sound Courier,Unspecified Ingested Source
Northwest Guaranty Loan Company,Unspecified Ingested Source
University of Washington. Department of English. Interdisciplinary Writing Program,Local Sources
"Jorgens, Maurice",Unspecified Ingested Source
University of Washington. Urban and Regional Research Center,Unspecified Ingested Source
University of Washington. Medical Center. Electroencephalography Department,Unspecified Ingested Source
Northwest Yeshiva High School,Unspecified Ingested Source
United States. Department of the Army. Office of the Surgeon General,NACO Authority File
University of Washington. Institute for Marine Studies. Director,Unspecified Ingested Source
University of Washington. Nonacademic Personnel Office,Unspecified Ingested Source
Hands Off Washington (Organization). Kitsap County Coalition,Local Sources
Pacific Improvement Company,Unspecified Ingested Source
North Cascades History Project,Unspecified Ingested Source
University of Washington. College of Education. Trainers of Teacher Trainers Project,Unspecified Ingested Source
University of Washington. College of Engineering. Continuing Education Program,Unspecified Ingested Source
"Seattle Clay Club (Seattle, Wash.)",Unspecified Ingested Source
"Vasa Order of America. Lodge Number 378 (Preston, Wash.)",Local Sources
Coalition for Open Government (Wash.),Unspecified Ingested Source
University of Washington. Pre-Medicine,Unspecified Ingested Source
"Durham, Anderson, Freed Company",NACO Authority File
University Students Club (University of Washington),NACO Authority File
"United States. Weather Bureau. Seattle Station (Seattle, Wash.)",NACO Authority File [SYNC]
"Libby, McNeill & Libby",NACO Authority File
Tacoma (Wash.). Department of Public Utilities,NACO Authority File
University of Washington. Diabetes Endocrinology Research Center,Unspecified Ingested Source
"University of Washington. Department of Medicine. Division of Metabolism, Endocrinology and Nutrition",Local Sources
Oregon. County Court (Jackson County),Unspecified Ingested Source
Moran Brothers Company (Seattle Wash.),NACO Authority File
"University of Washington. Junior Class, 1929",Unspecified Ingested Source
Washington/Alaska Regional Medical Program,NACO Authority File
University of Washington. Medical Center. Internal Audit Office,Unspecified Ingested Source
"International Longshoremen's and Warehousemen's Union. Fishermen and Allied Workers Division. Local 3 (Seattle, Wash.)",NACO Authority File
University of Washington. Center for Labor Studies,NACO Authority File
University of Washington. Libraries. Special Programs Librarian,Unspecified Ingested Source
Seattle Symphony Orchestra,Unspecified Ingested Source
Northwest International Christian Mission Conference,Unspecified Ingested Source
Seattle Music Study Club,Unspecified Ingested Source
University of Washington. China Program,Unspecified Ingested Source
"Freeport Telephone and Telegraph Co. (Freeport, Calif.)",Unspecified Ingested Source
University of Washington. Child Development and Mental Retardation Center. Clinical Training Unit,Unspecified Ingested Source
Perspectives,Unspecified Ingested Source
"Seattle Rangers Football Club (Seattle, Wash.)",NACO Authority File
University of Washington. Humanities Council,Unspecified Ingested Source
University of Washington. Department of Microbiology,Unspecified Ingested Source
Student Mobilization Committee (U.S.),NACO Authority File
University of Washington. Hispanic Affairs Commission,Unspecified Ingested Source
University of Washington. College of Forest Resources. Division of Ecosystem Science and Conservation,Local Sources
University of Washington. Office of the Vice Provost for Research,Unspecified Ingested Source
Blaine State Bank,Unspecified Ingested Source
University of Washington. Women Studies Advisory Committee,Local Sources
University of Washington. Community College Education Development Center,Unspecified Ingested Source
University of Washington. Libraries. Library Operations Group,Unspecified Ingested Source
Jewish Education Council of Greater Seattle,Local Sources
"Hope Lutheran Church (Enumclaw, Wash.)",NACO Authority File
"Morris Muscatel and Sons (Seattle, Wash.)",NACO Authority File
Henry M. Jackson School of International Studies. International Studies Program,Local Sources
University of Washington. Libraries. Science Reading Room,Unspecified Ingested Source
Communist Party of the United States of America (Wash.),NACO Authority File [SYNC]
"Osborne, Tremper and Co., Inc. (Seattle, Wash.)",Unspecified Ingested Source
"West and Wheeler Associates (Seattle, Wash.)",NACO Authority File
University of Washington. Office of Student Publications. Advisor,Unspecified Ingested Source
University of Washington. Business Research Bureau,Unspecified Ingested Source
Battle Ground (Wash.). Community Study Group,Unspecified Ingested Source
American-Canadian Fisheries Conference,Unspecified Ingested Source
Stillaguamish Country Club,Local Sources
American Historical Society. Pacific Coast Branch. Meeting (21st : 1925 : University of Washington),Unspecified Ingested Source
"Harborview Medical Center (Seattle, Wash.). Financial Administration Office",Unspecified Ingested Source
University of Washington. Department of Environmental Health. Continuing Education Office,Unspecified Ingested Source
"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Unspecified Ingested Source
University of Washington. Academic Computing Services,NACO Authority File
University of Washington. Libraries. Council of Librarians,Unspecified Ingested Source
Seattle Group,Local Sources
University of Washington. Department of Psychosocial and Community Health,Local Sources
Freemasons. Grand Lodge of Washington,NACO Authority File
Seattle (Wash.),NACO Authority File
Wayfarer Pageant Society,Unspecified Ingested Source
Washington State League for Nursing,NACO Authority File
Mountaineers (Society). Alpine Scramblers Committee,Unspecified Ingested Source
Grays Harbor Regional Planning Commission (Wash.),NACO Authority File
Pacific Fishery Biologists (Society),NACO Authority File
Women's Federation Activity Point System (University of Washington),Unspecified Ingested Source
University of Washington. Social Science Computation and Research Center,Unspecified Ingested Source
University of Washington. Evaluative and Counseling Services Division,Unspecified Ingested Source
"Temple Shalom (Yakima, Wash.)",Unspecified Ingested Source
Associated University Players (University of Washington),Unspecified Ingested Source
University of Washington. Campus Religious Council,Unspecified Ingested Source
Magnolia Historical Society,NACO Authority File
University of Washington. Educational Outreach,Local Sources
University of Washington. Instructional Development and Research Center,Unspecified Ingested Source
"Lambda Rho Alumni Association, Inc.",Local Sources [SYNC]
"Harborview Medical Center (Seattle, Wash.). Social Work Department",Unspecified Ingested Source
"Great Britain. Vice Consul (Port Townsend, Wash.)",Unspecified Ingested Source
University of Washington. Fisheries-Oceanography Library,NACO Authority File
Johnsonian Society (University of Washington),Unspecified Ingested Source
University of Washington. Air Force ROTC,Local Sources
Police Supervisors' Training Conference,Unspecified Ingested Source
University of Washington. Extension. Liberal Arts Seminars,Unspecified Ingested Source
Yakima Nihonjin Kai. Yakima Heigen Nihonjin shi,Unspecified Ingested Source
"Samaritan Society (Seattle, Wash.)",Unspecified Ingested Source
University of Washington Advertising Club,Local Sources [SYNC]
University of Washington. College of Business Administration,NACO Authority File
Washington State Defense Council,Unspecified Ingested Source
University of Washington. College of Architecture and Urban Planning. Termination Review Committee for B.A. Degree in Architecture,Unspecified Ingested Source
Medical Alumni Association (University of Washington),Unspecified Ingested Source
"Olympia Veneer Co. (Olympia, Wash.)",NACO Authority File
"Union Lime Company (Republic, Wash.)",NACO Authority File
"Seattle Hebrew Academy (Seattle, Wash.)",NACO Authority File
"Trans-Mississippi and International Exposition (1898 : Omaha, Neb.)",NACO Authority File
Friends of the University of Washington Arboretum,Unspecified Ingested Source
University of Washington. Bursar,Unspecified Ingested Source
University of Washington. School of Medicine. Research in Medical Education Division,Unspecified Ingested Source
Washington Democratic Council,Unspecified Ingested Source
University of Washington. Computing & Communications. Video and TV Technologies,Local Sources
Philippine Internment Camp no. 1,Unspecified Ingested Source
"Young Naturalists Association (Seattle, Wash.)",Unspecified Ingested Source
University of Washington. College of Forest Resources. Continuing Education Office,Unspecified Ingested Source
Washington Natural Resources Association,Unspecified Ingested Source
University of Washington. Libraries. Manuscripts and University Archives Division. Jewish Archives Project,Unspecified Ingested Source
Mason County Central Railroad Co,Unspecified Ingested Source
Puget Sound Biological Station,NACO Authority File [SYNC]
Griffiths (James) & Sons Co,Unspecified Ingested Source
Republican Party (U.S. : 1854- ). Kitsap County (Wash.). Central Committee. Convention,Unspecified Ingested Source
Pacific House Hotel,Unspecified Ingested Source
Wohleb and Wohleb,Unspecified Ingested Source
Public Utility District No. 1 of Clark County (Wash.),Local Sources
Washington Citizens for Abortion Reform,Local Sources
University of Washington. Health Sciences Center for Educational Resources. Photography Office,NACO Authority File
University of Washington. Department of Comparative Medicine,Unspecified Ingested Source
University of Washington. Foreign Students Office,Unspecified Ingested Source
Puget Sound Regional Planning Commission,NACO Authority File
Progress (newsletter),Unspecified Ingested Source
Coalition Against Oil Pollution (Wash.),NACO Authority File [SYNC]
University of Washington. Counseling Center,Local Sources
University of Washington. Medical Center. Admitting Department,Unspecified Ingested Source
Willapa Harbor Sportsman's Association,Unspecified Ingested Source
University of Washington. Scholarship and Loan Fiscal Office,Unspecified Ingested Source
University of Washington. College of Education. Educational Leadership and Policy Studies,Unspecified Ingested Source
University of Washington. F. K. Kirsten Aeronautical Laboratory,Unspecified Ingested Source
Washington Southern Railway Company,Unspecified Ingested Source
University of Washington. Student Legal Services Office,Unspecified Ingested Source
"Harborview Medical Center (Seattle, Wash.). Psychiatry Department",Unspecified Ingested Source
"Hadassah, the Women's Zionist Organization of America. North Pacific Coast Region",NACO Authority File
Pierce County Swedish-American Jubilee Committee (Wash.),Unspecified Ingested Source
University of Washington. Community Health Services Development Program,Local Sources
University of Washington. Washington Press Association,Unspecified Ingested Source
Northwest Renewable Resources Center,NACO Authority File
University of Washington. Department of Community Health Care Systems. Primary Health Care / Family Nurse Practitioner Program,Unspecified Ingested Source
University of Washington. University Hospital. Outpatient Department,Unspecified Ingested Source
University of Washington. Department of Aeronautical Engineering,Unspecified Ingested Source
Yakima Valley Museum And Historical Society,Unspecified Ingested Source
Western Forestry and Conservation Association (U.S.),Unspecified Ingested Source
University of Washington. Long Range Planning Office,Unspecified Ingested Source
"Supreme Lodge of the Danish Sisterhood of America. Lodge 40 (Seattle, Wash.)",Unspecified Ingested Source
Nordmanns Forbundet. Pacific Northwest Chapter,NACO Authority File [SYNC]
International Society For Contemporary Music. Pacific Northwest Chapter,Unspecified Ingested Source
Pacific County Public Utility District No. 2 (Wash.),Unspecified Ingested Source
American Road Builders' Association. Student Chapter (University of Washington),Unspecified Ingested Source
University of Washington. School Services and Research Bureau,Unspecified Ingested Source
Oceanographic Commission of Washington,NACO Authority File
University of Washington. Student Residences Office,Unspecified Ingested Source
University of Washington. Special Student Programs Office,Unspecified Ingested Source
University of Washington. School of Nursing. Business Office,Unspecified Ingested Source
University of Washington. Vice Provost for Continuing Education,Unspecified Ingested Source
Medical Library Association. Pacific Northwest Regional Group,Unspecified Ingested Source
Pioneer Square Theater,Unspecified Ingested Source
Harry S. Truman Library,Unspecified Ingested Source
Washington (State). National Guard,NACO Authority File
University of Washington. Department of Public Health and Preventive Medicine. Health Education Division,NACO Authority File
"Japanese Christian Church Federation (Seattle, Wash.)",NACO Authority File
Edmond S. Meany Hotel,Local Sources
University of Washington. Center for Disability Policy and Research,NACO Authority File
University of Washington. School of Medicine. Cardiology Division,Unspecified Ingested Source
"Harborview Medical Center (Seattle, Wash.). Department of Anesthesiology",Local Sources
University of Washington. Biology Program,Local Sources
University of Washington. Appointments Bureau,Unspecified Ingested Source
Glendale Country Club,Unspecified Ingested Source
University of Washington. Physical Plant Department. South Campus,Unspecified Ingested Source
Mountaineers (Society). Olympia Branch,Unspecified Ingested Source
University of Washington. Libraries. Computer-based Reference Services,Unspecified Ingested Source
University of Washington. Classical Languages and Literature Department,Unspecified Ingested Source
United States. District Court (Washington : Western District : Northern Division),Unspecified Ingested Source
"Yakima Buddhist Church (Yakima, Wash.)",NACO Authority File
"Friends of the Market (Seattle, Wash.)",NACO Authority File
University of Washington. Associated Students. Lecture Notes Steering Committee,Unspecified Ingested Source
"Seattle Creative Activities Center (Seattle, Wash.)",NACO Authority File
Seattle Women's Ensemble,Local Sources
University of Washington. Assistant Provost for Operations,Unspecified Ingested Source
Young Democrats (University of Washington),Unspecified Ingested Source
University of Washington. Bureau of Community Development,Local Sources [SYNC]
Haines Packing Company,Unspecified Ingested Source
Claremont Colleges. Graduate School. Oral History Program. China Missionaries Project,Unspecified Ingested Source
Pacific Steamship Company,NACO Authority File
University of Washington. Libraries. Publications Officer,Unspecified Ingested Source
"Veterans Administration Hospital (Seattle, Wash.)",Unspecified Ingested Source
TRA (Firm),NACO Authority File
"Workmen's Circle/Arbeter Ring. Branch No. 304 (Seattle, Wash.)",Local Sources [SYNC]
Japanese Association of Tacoma,NACO Authority File [SYNC]
Vasa Order of America,NACO Authority File
University of Washington. Pulp Mills Research Project,Local Sources
University of Washington. Nursing Department,Local Sources
"Danish Brotherhood in America. Lodge 29 (Seattle, Wash.)",NACO Authority File [SYNC]
Washington State Federation of Teachers,Unspecified Ingested Source
University of Washington. Hospitals. Medical Quality Assurance Committee,Unspecified Ingested Source
University of Washington. Medical Center. Emergency Room,Unspecified Ingested Source
Northern Pacific Railway Company. Coal Department,Unspecified Ingested Source
Seattle (Wash.). Interstate 90 Design Advisory Committee,Unspecified Ingested Source
University of Washington. Campus Mailing Service,Unspecified Ingested Source
University of Washington. Hospital. Respiratory Therapy Service,Unspecified Ingested Source
"Student Opportunity Scholarships, Inc. (University of Washington)",Unspecified Ingested Source
University of Washington. Dentistry School. Patient Financial Office,Unspecified Ingested Source
Pi Alpha (University of Washington),Unspecified Ingested Source
Aliyah Bet,Unspecified Ingested Source
University of Washington. Assistant Vice President for Business and Finance,Unspecified Ingested Source
Seattle (Wash.). Engineering Department,NACO Authority File
Friends of the UW Libraries,NACO Authority File
Eastern Washington Public Utility Districts Commissioners' Association,Unspecified Ingested Source
University of Washington. Facility Management Office. Technical Services Office,Unspecified Ingested Source
Henry Failing Co,Unspecified Ingested Source
"Athenaea (Snohomish County, Wash.)",Unspecified Ingested Source
"Pacific American Fisheries, Inc",NACO Authority File
University of Washington. Facilities Services. Engineering Services,Local Sources
University of Washington. Social Welfare Research Center,Unspecified Ingested Source
Americans for Democratic Action,NACO Authority File
University of Washington. Class of 1916,Unspecified Ingested Source
Greater Seattle Housing Council,NACO Authority File
Oregon-Washington Railroad and Navigation Company,NACO Authority File
United States Holocaust Memorial Council,Unspecified Ingested Source
"University of Washington. Admissions, Scholastic Standards, and Graduations Board",Unspecified Ingested Source
University of Washington. Department of Botany,Unspecified Ingested Source
University of Washington. Libraries. Branch Council,Unspecified Ingested Source
Martin-Zambito Fine Art,Local Sources
University of Washington. Molecular Biotechnology Department,Unspecified Ingested Source
University of Washington. University Relations and Development Office,Local Sources
University of Washington. Student Activities and Union Facilities. Administration,Unspecified Ingested Source
B'nai B'rith Youth Organization. Northern Region,NACO Authority File
University of Washington. Libraries. Collection Development Group,Unspecified Ingested Source
"King County Central Blood Bank, Inc",Unspecified Ingested Source
Chelan County Public Utility District No. 1 (Wash.),NACO Authority File
University of Washington. Librarianship School. Alumni Association,Unspecified Ingested Source
Northwest Committee Against Repressive Legislation,Unspecified Ingested Source
Women's International League for Peace and Freedom. Seattle Branch,NACO Authority File
University of Washington. Family Medicine Clerkship,Local Sources
University of Washington. Library. Padelford Branch Library,Unspecified Ingested Source
League of Women Voters of Tacoma-Pierce County,Unspecified Ingested Source
University of Washington. Comprehensive Oral Health Research Center,Unspecified Ingested Source
Danish Evangelical Lutheran Church in America. Puget Sound District,Unspecified Ingested Source
University of Washington. Women's Information Center,Unspecified Ingested Source
Duwamish Valley School and Pioneer Association,Unspecified Ingested Source
Beta Phi Mu. Western Washington Professional Chapter,Unspecified Ingested Source
University of Washington. Teacher Service and Placement Bureau,Unspecified Ingested Source
Federal Art Project (Wash.),NACO Authority File
"Mountain Safety Research, Inc",Unspecified Ingested Source
"Rhodes Survivors Aid Committee (Seattle, Wash.)",Local Sources [SYNC]
Washington (State). State Capitol Committee,Unspecified Ingested Source
Black Panther Party,Unspecified Ingested Source
Western Washington Board of Rabbis,Unspecified Ingested Source
University of Washington. Internal Auditor,Unspecified Ingested Source
Feng Wen-Chian,Unspecified Ingested Source
Wilderness Society (U.S.). Northwest Region,Unspecified Ingested Source
University of Washington. Division of Student Affairs,Local Sources
University of Washington. Arctic Ice Dynamics Joint Experiment (AIDJEX),Unspecified Ingested Source
Phi Omega Pi. Epsilon Sigma Chapter (University of Washington),Unspecified Ingested Source
Skagit County Public Utility District No. 1 (Wash.),NACO Authority File
University of Washington. College Idea,Unspecified Ingested Source
"Seattle Buddhist Church (Seattle, Wash.)",Unspecified Ingested Source
University of Washington. Technology College,Unspecified Ingested Source
"California Fish Company (Los Angeles, Calif.)",Unspecified Ingested Source
University of Washington. Veterans Division,Unspecified Ingested Source
Rare Plant Consortium,Unspecified Ingested Source
University of Washington. Admissions Research Bureau,Unspecified Ingested Source
University of Washington. Intramural Activities Office,Unspecified Ingested Source
English-Speaking Union. Seattle Branch,Unspecified Ingested Source
University of Washington. Evening Classes Division,Unspecified Ingested Source
University of Washington. Department of Psychology. Organizational Research Group,Unspecified Ingested Source
University of Washington. Continuing Nursing Education,NACO Authority File
University of Washington. Libraries. Associate Director of Libraries,Local Sources
University of Washington. Business and Economic Development Program,Local Sources
University of Washington. Northwest Center for Occupational Health and Safety,NACO Authority File
International Typographical Union,NACO Authority File
Henry M. Jackson School of International Studies. International Studies Center,Local Sources
Summer Arts Festival (University of Washington),Unspecified Ingested Source
G.L.U.E. (organization),Local Sources
University of Washington. Administrative Procedures Office,Local Sources
"Young Men's Christian Association (Seattle, Wash.). University Branch",NACO Authority File [SYNC]
University of Washington. Department of Building Construction,Unspecified Ingested Source
University of Washington. Library Systems Coordinating Committee. Task Force on Authority Control,Local Sources
University of Washington. Office of Student Financial Aid,Unspecified Ingested Source
University of Washington. Department of Industrial Engineering,Unspecified Ingested Source
University of Washington. Office of Government Relations,Local Sources
University of Washington. Center for AIDS and Sexually Transmitted Diseases,Unspecified Ingested Source
University of Washington. Office of Development and Alumni Relations,Local Sources
University of Washington. Department of Family and Child Nursing,Local Sources
University of Washington. School of Music,NACO Authority File
Washington Environmental Foundation,NACO Authority File
Phi Beta Kappa. Puget Sound Association,Local Sources [SYNC]
WWAMI Center for Health Workforce Studies,NACO Authority File
University of Washington. Libraries. Collection Development and Management Council,Local Sources
"University of Washington, Tacoma. 2 + 2 Business Administration Program",Unspecified Ingested Source
University of Washington. College Studies Program,Local Sources [SYNC]
University of Washington World Series,Local Sources
Washington State Cemetery Association,Unspecified Ingested Source
American Astronomical Society,Unspecified Ingested Source
Parents of North American Israelis. Wash. Chap,Unspecified Ingested Source
"Congregation Beth Shalom (Seattle, Wash.)",Unspecified Ingested Source
University of Washington. Medical Center. Fertility and Endocrine Center,Local Sources
University of Washington. Graduate Medical Education Program Assessment and Development,Unspecified Ingested Source
University of Washington. Women's Council,Local Sources
"Retail Clerks International Protective Association. Local 186 (Enumclaw, Wash.)",Unspecified Ingested Source
University of Washington. Computing & Communications,NACO Authority File [SYNC]
"American Protective League. Minute Men Division. Precinct 265 (Seattle, Wash.)",Local Sources
University of Washington. Human Services Policy Center,Unspecified Ingested Source
