id_0,name,collection,note
1838-009,Mountaineers (Society). Climbing Committee,Mountaineers Climbing Committee records,"Outdoor recreation and conservation club.Â¶ The Mountaineers was founded in Seattle, Washington in 1906. The first president was Edmund S. Meany. Standing committees were appointed at that first meeting of the club to take over the work and organization of the two main activities, the local and annual outings. The number of standing committees grew with the increasing membership and interests of the club. Mountain climbing has been one of the major interests. In 1935 climbing classes were organized to teach the fundamentals of Mountaineering. The Mountaineers were the first organized group to develop skiing in the Northwest. There are branches in Tacoma, Everett, and Olympia. The Climbing Committee was one of the early standing committees."
1988-005,"Haley, Frederick",Frederick Haley papers,"Frederick T. Haley was a Tacoma businessman and civic leader. His chief interests in civic life were education, civil rights, and civil liberties. Â¶ Frederick T. Haley was born in Tacoma, Washington, on June 29, 1912. He grew up in Tacoma and attended Stadium High School. His father, J. Clifford Haley, co-founded Brown & Haley, a candy manufacturing company known for its signature product, Almond Roca, in 1912. Fred Haley earned a B.A. from Dartmouth in 1935 and returned to Tacoma to work as a salesman for Brown & Haley. He also studied business at the University of Washington. During WWII Haley served in the Pacific as a Navy harbor pilot. There he developed both a lifelong love of the Pacific Islands and, in the face of the stark realities of war, a drive to dedicate himself to meaningful and difficult civic causes. After the war, Haley married Dorothy Geyer and had four children. He became chairman and chief executive officer of Brown & Haley after his father's death in 1954. Â¶ In the succeeding years, Haley involved himself in a myriad of civic causes. In the 1950s and 1960s his efforts were focused mainly on education and civil rights and liberties. During his tenure on the Tacoma School Board, on which he served two terms as chair, Haley was an outspoken critic of de-facto school segregation and advocated bussing programs as a remedy. He charged that segregated schools hindered the development of all children in a racially diverse society. As a school board member, Haley took another stand on a controversial issue when he spoke out in defense of Jean Schuddakopf, an elementary school counselor who refused to submit to questioning by the House Un-American Activities Committee. He served as president of the Pierce County School Directors' Association in 1957. Haley continued his work for civil rights as a founding member of the Washington Citizens' Committee for Civil Rights Legislation. During this time he also served on the Washington State Advisory Committee to the U.S. Commission on Civil Rights and on the boards of the Washington State Chapter of the American Civil Liberties Union and the Washington State Board Against Discrimination. Â¶ Under Haley's leadership, Brown & Haley competed successfully on the world market and earned a Presidential E for Export award in the 1960s. Haley believed strongly in the value of American awareness of international issues; he took his family on extended trips to Europe and encouraged his children to study multiple foreign languages. These experiences were useful to Haley in the arena of international trade. He served on the Washington State International Trade Fair's (WSITF) board of trustees, planning committee, and executive committee during the 1970s. He was president of WSITF in 1974 and attended several trips to Asia and the USSR with WSITF delegations. Haley was also a member of the Pacific Northwest International Trade Council. He served on the steering committee of the Regional Export Expansion Council in 1968. Haley also supported several organizations that promoted international peace and friendship. These included Turn Toward Peace and its successor, the World Without War Council; Platform for Peace; Focus International; Friendship Force; and the United Nations Association Advisory Council on Nuclear Proliferation. He was state chairman of Washington United Nations Day in 1979. Â¶ Education remained an interest throughout Haley's civic career. He was active in the National Committee for Support of the Public Schools throughout the 1960s and early 1970s. He served on the board of advisors of the U.S. Department of Education Fund for the Improvement of Postsecondary Education in 1980 and 1981. Governor Spellman appointed Haley as chair of the Washington State Temporary Committee on Educational Policies Structure and Management in 1983. Â¶ Often described as an educational visionary, Haley favored progressive and experimental approaches to the improvement of public education. In the mid-1970s he chaired the board of trustees of Tacoma's Prometheus College. The college, which closed due to financial difficulties around 1979, allowed students to design their own courses and offered a number of correspondence and evening courses designed to make post-secondary education more accessible for non-traditional students. Haley went on to serve on the board of governors of the The Evergreen State College (TESC) from 1978 to the mid-1980s. A public college formed in 1971, TESC matched Haley's progressive approach to education. Evergreen encourages self-directed learning, maintains small classes with high levels of student participation, and issues written student evaluations instead of grades. Â¶ Even as Haley scaled back his civic activities in the mid-1980s, he took on a new position on the University of Washington Tacoma (UWT) Siting Advisory Board. Haley advocated the idea that a branch campus of Washington's largest public university would be a valuable asset to the citizens of Tacoma and its vicinity. (Tacoma was already home to two private universities, Pacific Lutheran University and the University of Puget Sound.) In 1991, after several years of planning, the University of Washington opened its second branch campus. A driving force behind the successful birth of the UWT, Haley gave the featured speech at the university's first full-fledged commencement ceremony in 1992. Â¶ After a lifetime of civil service, Haley's most prestigious awards and honors included a 1963 John Hay Fellowship for study at the Williams College Summer Institute in the Humanities, an honorary doctorate from the University of Puget Sound in 1970, and the William O. Douglas Award from the Washington Chapter of the American Civil Liberties Union in 1985. Frederick T. Haley died in 2005. Â¶ "
18-033,University of Washington. School of Drama,University of Washington School of Drama records,[Biographical Historical Note Needed]
00-082,University of Washington. Environmental Engineering and Science Program,"University of Washington, Environmental Engineering and Science Program records",[Biographical Historical Note Needed]
1916-001,"Stein, Ben, approximately 1890-",Ben Stein Papers,"Born around 1890 in the Russian-controlled Belarusian city of Minsk, Ben Stein arrived as an immigrant to the United States in 1915. Initially landing in Seattle, he soon traveled east across the country and tried his hand at a series of professions. Stein never returned to Russia, but instead chose to settle in the Seattle area for the remainder of his life. After working in the luggage business for a time, Stein began to sell insurance in Seattle with his cousin, M.N. Ketzlach. Though his work as an insurance agent provided him with his primary source of income, the true focus of his energy was his involvement with Seattle's Jewish community. Stein served as the financial secretary for the Seattle branch of the Workmen's Circle, an organization that provided fiscal, cultural, and educational support to Jewish citizens in the area. "
1803-003,"Scott, George William, 1937-",George W. Scott papers,[Biographical Historical Note Needed]
1840-001,International Pacific Salmon Fisheries Commission,International Pacific Salmon Fisheries Commission minutes,[Biographical Historical Note Needed]
00-004,"Nelson, Sidney D.","University of Washington, School of Pharmacy, Office of the Dean records",[Biographical Historical Note Needed]
1729-013,Washington Environmental Council,Washington Environmental Council records,"The Washington Environmental Council (WEC) was founded in 1967 as an umbrella organization by and for the state of Washington's leading conservation groups. Through its mission \""to protect, restore, and sustain Washington's environment for all,\"" the organization has served as a coordinating body on issues of statewide significance. Among other achievements, the WEC has worked to enforce and pass the State Environmental Policy Act, the State Superfund Law, the Growth Management Act, and the Shoreline Management Act. It also operates the Environmental Priorities Coalition and the Voter Education Program. Throughout its history, the organization has also focused on other issues related to carbon pollution, clean energy, water pollution, forests, and public lands.Â¶ In 1986 and 1987, the WEC was heavily involved with the Timber, Fish, and Wildlife Implementation Project, which was the result of negotiations between the timber industry, the four natural resource agencies in Washington State, Indian tribes, and environmentalists. The Project is a cooperative plan for managing forest harvest practices on both state and private timberlands. Marcy Golde was involved with the negotiations, while Lisa Lombardy served as the WEC's statewide coordinator. Other WEC staff, through private funding, monitored timber harvest applications.Â¶ Another major legal case in which the WEC was involved concerned Washington State rules that imposed requirements on the design, equipment, reporting, and operations of oil tankers. Washington State, with the help of the WEC, defeated the trade association Intertanko, which represented operators of oil tanker ships. In 2000, however, the U.S. Supreme Court reversed the decision on the basis that federal law pre-empts state rules. Â¶ "
0044-001,"Grondal, Florence Armstrong",Florence Armstrong Grondal papers,"Florence Grondal, wife of Bror L. Grondal, was an astronomer and photographer, and wrote a popular astronomy book, The Music of the Spheres: A Nature Lover's Astronomy, which was illustrated with her own photographs. In 1932, Florence Grondal attempted to catalog all the books that had been written by authors in the Pacific Northwest. She died in 1977. Â¶ "
2024-003,"Edmondson, W. T. (Walles Thomas), 1916-2000",W. T. Edmondson Papers,"Walles Thomas Edmondson was born in 1916 in Milwaukee Wisconsin. He attended Yale University and the University of Wisconsin. In 1942, Edmondson earned a PhD in Zoology from Yale University. He was a research association at Woods Hole from 1943 to 1946 and a lecturer in Biology at Harvard from 1946 to 1949. In 1949, Edmondson joined the Zoology Department faculty at the University of Washington where he remained until retirement. He died in 1999. His research interests focussed on lake productivity, eutrophication, comparative limnology, ecology and taxonomy of Rotifera and population dynamics of zooplankton. His book entitled The Uses of Ecology: Lake Washington and Beyond documents the recovery of Lake Washington. Â¶ "
18-001,University of Washington. School of Drama,University of Washington School of Drama records,[Biographical Historical Note Needed]
00-050,University of Washington. School of Public Health and Community Medicine. Health Services Administration Program,"University of Washington, School of Public Health and Community Medicine, Health Services Administration Program records",[Biographical Historical Note Needed]
1822-004,"League of Women Voters of Lake Washington East (Bellevue, Wash.)",League of Women Voters of Lake Washington East records,"Civic organization, Lake Washington East league.Â¶ This league of the League of Women Voters was established in 1952-1953. During 1953 it was first called LWV. Bellevue Provisional. In 1954 it became LWV. Bellevue. About 1964 the name was changed to LWV. Lake Washington East."
1892-011,Seattle Talmud Torah Hebrew School,Seattle Talmud Torah Hebrew School records,[Biographical Historical Note Needed]
1918-012,"Payne, Blanche, 1897-1972",Blanche Payne papers,"Professor of home economics.Â¶ Blanche Payne was born in 1897. She joined the University of Washington faculty in 1927 and taught costume and apparel design in the School of Home Economics until retiring in 1966. She died in 1972. Payne published a comprehensive textbook, History of Costume, in 1965. She also researched and wrote a book on the history of Balkan costume that was never published."
0038-002,"Cotterill, George F. (George Fletcher), 1865-1958",George F. Cotterill papers,"Civil servant, elected official, moral reformer, surveyor, and engineer, George Fletcher Cotterill helped shape the city of Seattle in the literal as well as the figurative sense. Â¶ Cotterill was born in England to Alice and Robert Cotterill on Nov. 18, 1865. In 1872, the Cotterill family immigrated to the United States and settled in Montclair, New Jersey. Cotterill graduated from high school as class valedictorian in 1881, and studied surveying and engineering under the tutelage of a New Jersey county engineer for the next three years. During this time he participated in the platting and construction of Arlington cemetery. Â¶ Cotterill migrated to the Pacific Northwest in 1884. For several years he worked as a surveyor on various land, mining, and railroad projects before being hired by surveyor R.H. Thomson. With Thomson, Cotterill surveyed for the city's first sewer system and platted additions to rapidly expanding Seattle. When Thomson was appointed city engineer in 1882, Cotterill became his assistant. Among his responsibilities as assistant city engineer, Cotterill was assigned to the city water department and became instrumental in the development of the Cedar River water supply. The city, needing a fresher and less expensive source of water than the Lake Washington pumping system, approved the Cedar River gravity system in the mid 1890s. At the time, the city was out of funds to pay for the new water system, and Cotterill, a member of the task force responsible for improving Seattle's water supply, proposed the novel revenue bond system for municipal ownership of public utilities. The first of its kind in the United States, this public utilities plan was approved by citizen vote in 1896. Cotterill was also involved in the project to convert the tide flats south of the city into property capable of development. Â¶ Cotterill's advocacy of public utilities drew him into the political arena. In 1900 the nonpartisan party, through which he was promoting public utilities, nominated him for mayor. Cotterill accepted the nomination contingent on backing from the Democratic Party, which he received, and he ran as a Democratic candidate. Though Cotterill had grown up a Republican, the recent campaign of William Jennings Bryan had made him a Democrat. Cotterill did not win this election or the next, but in 1906 he ran for the state senate and won. One of his principal accomplishments while in office was the framing of the successful amendment to the Washington State constitution recognizing female suffrage. Because of this amendment, he recalled later with pride, his mother had been able to cast a ballot for the first time at the age of 75. Cotterill received the Democratic nomination for U.S. Senate in 1908 and again in 1910, but lost both times. Â¶ In 1912 Cotterill again ran for mayor, this time on a platform demanding moral reform. In an \""open\"" city where vice had flourished since the Klondike gold rush, his campaign targeted Hiram Gill's legacy of graft in city government as well as rampant prostitution and gambling houses. Cotterill won this election, helped in part by the new ability of women to vote. Cotterill's term was punctuated by conflict and controversy, due to corruption in municipal government and the police department, labor unrest, an unsympathetic Seattle Times, and other causes. He regularly confronted opposition to his moral reform agenda, which was for the most part driven by strong temperance beliefs. Â¶ At the center of Cotterill's commitment to moral reform was his life-long crusade on behalf of temperance. His parents had joined the United Kingdom Temperance Alliance in 1865, consequently indoctrinating Cotterill from birth. As a child in England, Cotterill attended the local chapter his mother had formed of the Band of Hope, an organization for children's temperance education. Cotterill attended his first convention of the International Order of Good Templars in 1897 and remained involved in this organization for the rest of his life. He served for a time as Grand Secretary of the Washington State division and later as Chief Templar of the national division. In addition to his work with the Templars, he was a member of the Anti-Saloon League. In 1909, Cotterill was appointed by President Taft as U.S. representative to the International Congress against Alcoholism; in 1913 President Wilson reappointed him. Â¶ Cotterill did not seek a second term as mayor; instead he worked as a surveyor and engineer in private practice. From 1916 to 1919 he served as chief engineer of the state Highway Department. He returned to Seattle politics in 1922, running for Seattle port commissioner. He won, and served four consecutive three-year terms, 1922 to 1934. Â¶ Following his port commissioner post, Cotterill ran unsuccessfully for at least five various city and state offices between 1932 and 1951. He also ran for governor in 1928. Besides these campaigns, Cotterill worked a variety of jobs. Many of these were temporary positions, such as his position as consultant to the State Planning Council, and Cotterill faced some financial difficulty during the depression. He met with marginal success in his endeavors to get work under the WPA, in large part due to his advanced age. But Cotterill kept working, retiring at 84 only because he was forced out of his job as draftsman in the King County Assessor's office by a new county regulation of compulsory retirement for all employees over 70. Â¶ Cotterill was also active civically. He was a founding member of the Queen City Good Roads Club, and served as chairman of the paths committee. He was responsible for designing, surveying, and laying out over 25 miles of bicycle paths throughout Seattle, which became the basis of the city's boulevard system. He also wrote on Seattle and Northwest history, and in 1928 he published The Climax of a World Quest, a history of Puget Sound. Â¶ Cotterill's entire immediate family eventually migrated to the Puget Sound area. Cotterill married Cora Gormley in 1890, and in 1892 daughter Ruth was born. Ruth died in 1900, and George and Cora had no more children of their own. They did, however, raise a niece, Marjorie Avery nee Smith, as a foster daughter. Cora died in 1936 and Cotterill later married Katherine Owens. He died in 1958, at 92Â¶ "
2018-004,"Esfeld, Sol",Sol Esfeld papers,"Businessman, and community leader. 1899-1984. Born in Poland, Mr. Esfeld came to Seattle from Texas about 1909. In Seattle he went to grade school and later to Wilson's Modern Business College. After graduating from business college, he was placed with a wholesale grocery and about six months later was recommended for a job with a large insurnace company as a stenographer. Six years later Mr. Esfeld joined an insurnace business which became know as Lipman and Esfeld. Mr. Esfeld was a civic leader and fund raiser, in the Jewish community. He was active in B'nai B'rith Lodge no. 503, 1925-1939; and no. 4, 1921-1942; Federated Jewish Fund, 1927-1945; United Palestine Appeal, 1936-1945; United Service Organizations, 1943-1945; and the Zionst Organization of America, 1927-1944; among other organizations. Federations and Welfare Funds"
1865-001,Washington Citizens for Abortion Reform,Washington Citizens for Abortion Reform records,[Biographical Historical Note Needed]
01-086,University of Washington. President,"University of Washington, President records",[Biographical Historical Note Needed]
1890-001,"White, Thomas Taylor, 1920-",Thomas Taylor White papers,"Clinical Assoc. Professor of Surgery, UW, Seattle"
19-005,University of Washington. Forest Resources Library,University of Washington Forest Resources Library records,[Biographical Historical Note Needed]
0094-001,"Friedheim, Robert L.",Robert Friedheim papers / Seattle General Strike Collection,Author.Â¶ Born Robert Lyle Friedheim in 1934.
1783-002,Donald Niven Wheeler,Donald Niven Wheeler papers,"Mr. Wheeler is an agricultural economist who was formerly with the Allied Military Government in Germany until about 1947 when he moved to Czechoslovakia, hence to Manitoba, where he now teaches."
1884-002,"Iverson, Stanley O.",Stanley O. Iverson papers,Political activist.
01-054,University of Washington. Environmental Health and Safety Department,"University of Washington, Department of Environmental Health and Safety records","The department provides training and development programs for faculty and staff to assure compliance with appropriate codes and regulations and for the protection of the health and safety of students, faculty, staff, and the surrounding community. It cooperates with academic and service units in a variety of ways, including establishing standards; evaluating and reporting the status of compliance with health and safety standards, codes and regulations; and developing and managing training resources."
1944-016,"Winn, Norman L., 1939-",Norman L. Winn papers,"Lawyer and conservationist of Seattle, Washington."
1716-009,League of Women Voters of Washington,League of Women Voters of Washington records,"Civic organization.Â¶ The League of Women Voters was established in 1920 as a successor to the National American Woman Suffrage Association. Its original intent - to serve for five years as a resource center for newly franchised women, and then disband - was expanded to \""promote political responsibility through informed and active participation of citizens in government\"" by means of a permanent volunteer organization.Â¶ Central body of the League in Washington State."
1835-039,"Anderson, Charles",Vi Hilbert papers,[Biographical Historical Note Needed]
01-022,"University of Washington. College of Arts and Sciences. Associate Dean of Earth Sciences, Computing, Facilities and Research","University of Washington, College of Arts and Sciences, Associate Dean of Earth Sciences, Computing, Facilities and Research records",[Biographical Historical Note Needed]
1966-002,"Allen, Raymond B. (Raymond Bernard), 1902-1986",Raymond B. Allen papers,[Biographical Historical Note Needed]
1917-006,"Temple Beth Am (Seattle, Wash.)",Temple Beth Am records,[Biographical Historical Note Needed]
1991-002,"Wood, Robert L.",Robert Wood papers,[Biographical Historical Note Needed]
1997-001,"Durning, Marvin B., 1929-",Marvin Durning papers,"Lawyer, political activist, and conservationist of Seattle, Washington. 1929- .   Marvin Durning, a prominent environmental attorney for much of his career, was born in New Orleans in 1929. After graduating from Dartmouth College, Oxford University (where he studied as a Rhodes Scholar), and Yale Law School, Durning and his wife, Jean, moved to Seattle in 1959. He was executive director of the Joint Committee on Urban Area Government from 1961 to 1962, and served as chairman of Citizens for Outdoor Recreation, an organization which worked for Initiative 215, the Marine Recreation Land Act. This initiative, which passed in 1964, allowed un-reclaimed gasoline taxes paid on watercraft fuel to be used to purchase marine recreation facilities. Durning was also involved with the Washington State Interagency Committee for Outdoor Recreation, 1965-1967. He ran for state Attorney General in 1968, for governor in 1976, and for Congress in 1977. Following his loss in the congressional race, Durning worked as the chief of enforcement for the U.S. Environmental Protection Agency for three years, and later as an advisor for companies working for environmental clean-up worldwide. He remained active for much of his life and wrote two books, World Turned Upside Down (2007) and the self-published novel A Journey... Beyond the Baths of All the Western Stars, following his diagnosis with Parkinson's disease. Durning died at age 84 on October 16, 2013."
1712-002,"Roys, Ralph Loveland, 1879-1965",Ralph Roys papers,"Professor of anthrolopogy, University of Washington, linguist, author.Â¶ At his death, 1965, Ralph Roys was perhaps the greatest gringo scholar of the Maya. The son of a Polish immigrant, he was born in Greenville, Michigan in 1879. A Mayan scholar from youth onward, he graduated from the University of Michigan in 1900 with a Ph.B. in medieval French. With a natural flair for languages, he commanded also German, Spanish and Polish. He learned Russian on his own, and served in the Diplomatic Corps during World War I. What began as a casual meeting with the curator of the Peabody Museum as a youth blossomed into an intellectual fluency with colonial and contemporary Mayan life. His primary interest was always linguistics, but he shows a keen perception and ability to integrate archaeology and aspects of social life into an all-enveloping mosaic. Roys' first major work was written while working under Gates at Tulane,\""The Ethnobotany of the Mayas,\"" 1931. Whitman College conferred the title of Litt. Hum. D. upon him, and he was until his death Wade Research Professor of Anthropology at the University of Washington. Shortly before his death he published the work which was the culmination of his art, \""The Ritual of the Bacabs,\"" the mastering of Mayan syllabication and grammar. Roys' greatest honor came to home just before his death when he received an LL.D. from the University of Yucatan."
1936-007,"Stern, Bernice F. (Bernice Friedman), 1916-",Bernice F. Stern papers,"Bernice Friedman Stern was born in 1916. After her marriage in 1934, she became active in the Council of Jewish Women on both the state and national levels. She argued against the Council's active support of Israel. Stern was concerned with women's issues and helped to found both the King County Women's commission and the First Woman's Bank of Washington. She was a King County Councilwoman from the Council's beginning in 1970 until her retirement in 1979. Â¶ Stern served as chairwoman of the Council from 1977 to 1978. She also served as chair of the county Environmental Planning Committee, as well as the Planning and Community Development Committee (PCDC) from 1973 to 1977. The PCDC worked closely with the citizen's group, Policy Development Commission, and other King County community councils to develop policies for community growth planning. Â¶ "
1800-001,Seattle (Wash.). Human Rights Department,Seattle Human Right Departement records,"City agency of Seattle, WashingtonÂ¶ The Seattle Human Rights Commission changed its name to the Seattle Human Rights Department."
1833-010,Association of Records Managers and Administrators. Greater Seattle Chapter,Greater Seattle Chapter of the Association of Records Managers and Administrators records,"Association of records administrators. 1964- . The Association of Records Managers and Administrators (ARMA) was established in 1956 as the American Records Management Association and within a few years assumed leadership in the field of records and information management. In 1975, this organization merged forces with another group of professionals in the field, the Association of Records Executives and Administrators. The resulting organization was the Association of Records Managers and Administrators. Files, forms, reports management, and micrographics are a few of the traditionally recognized records and information management funtions toward which ARMA has directed its attention. More recent trends in information management, such as word processing and automated information systems, have been added. The Greater Seattle Chapter began in 1964 and has more than one hundred members representing business, government, and educational and religious organizations. The Manuscripts Collection is the archive of ARMA, Seattle Chapter. See also Collection under former name: American Records Management Associaton."
00-105,University of Washington Graduate School,"University of Washington, Graduate School records",[Biographical Historical Note Needed]
0004-001,Nez Perce Tribe of Idaho,Nez Perce Tribe of Idaho records,[Biographical Historical Note Needed]
1959-029,"Triem, Eve, 1902-1992",Eve Triem papers,[Biographical Historical Note Needed]
1835-021,"Thompson, Laurence C.",Laurence C. Thompson papers,"<p>Linguist Laurence C. Thompson (1926-) studied Salishan languages, Austroasiatic languages, and Vietnamese. He wrote and co-authored a number of texts including <emph>A Vietnamese Grammar</emph> (1965), <emph>A Vietnamese Reader</emph> (1961), and <emph>A Fresh Look at Tillamook Phonology</emph> (1966). He also worked with his partner M. Terry Thompson on Salishan linguistic research and they co-authored <emph>The Thompson Language</emph> (1992) and <emph>Thompson River Salish Dictionary</emph> (1998). The Thompsons studied Nlaka'pamuctsin (Thompson River Salish) for over thirty years and trained a number of graduate students during this fieldwork.</p>

<p>Laurence Cassius Thompson, Jr. was born in Manchester, New Hampshire on May 11, 1926. He received his BA, MA (1950), and PhD (1953) from Yale University. Thompson worked as a linguistics professor at the University of Hawaii for most of his career. Laurence and Maranell Lewise Terry married in Seattle, Washington in 1964.</p>

<p>Sources:</p>
<p>Ancestry.com. U.S., School Yearbooks, 1900-1990 [database on-line]. Provo, UT, USA: Ancestry.com Operations, Inc., 2010.</p>
<p>Jacobs, Travis Beal, and Benjamin R. Dixon. â€œLaurence Cassius Thompson, Jr.â€ In General Catalogue of Middlebury College: Bicentennial Edition. Middlebury, Vermont: Middlebury College Press, 2000, p. 363.</p>
<p>Washington State Archives; Olympia, Washington; Washington Marriage Records, 1854-2013; Reference Number: kingcoarchmc275541.</p>"
1885-007,"Paul, William Lewis, 1885-1977",William Lewis Paul papers,"William Lewis Paul (1885-1977) was a pioneering Indian rights attorney and a leading figure in the campaign for native Alaskan rights. Paul was born in 1885 to parents who both had Tlingit mothers and European fathers. His mother, Matilda Kinnan Paul (Tamaree), was a Presbyterian missionary who worked at the Sitka Industrial Training School. Paul was educated at this school and later at the Carlisle Indian School in Pennsylvania. He adopted the Carlisle School's assimilationist ideals and its assertion that Indians should have the same rights and privileges as other American citizens. Paul later graduated from Whitworth College in Spokane and studied law through correspondence courses offered by LaSalle University. In 1920 he returned to Alaska. His brother Louis was Grand Secretary of the Alaska Native Brotherhood (ANB), and he convinced William to stay in Alaska and work for the ANB. Â¶ The Paul brothers dominated the ANB from 1920 to 1940. William was elected Grand Secretary in 1920, the same year he passed the bar, making him the first Alaska native attorney. The ANB re-elected him Grand Secretary in 1921, 1922, 1935, 1938, and 1951. He won the office of Grand President in 1928, 1929, and 1955. Louis served as Grand Secretary twice and as Grand President three times between 1919 and 1939. The ANB, founded in 1912 by Tlingit Presbyterians associated with the Sitka Industrial Training School, originally saw its mission as civilizing the Indians of Southeast Alaska. In 1915 the ANB successfully lobbied the territorial legislature to pass a law giving citizenship and voting rights to natives who learned English and held jobs in the cash economy. The Pauls retained the ANB's focus on assimilating and Christianizing Indians. They argued, however, that Alaska natives were already US citizens by birth, and were therefore entitled to the rights and privileges associated with citizenship. The district court finally adopted this position in 1922, when William Paul successfully defended the right of his brother's father-in-law to vote in US vs. Charlie Jones. Â¶ William Paul made the ANB a major force in Alaskan politics. He spent much of the early 1920s organizing new ANB chapters throughout southeast Alaska, boosting membership from 100 in 1920 to 2,200 by 1935. He also started and edited a newspaper, Alaska Fisherman, published in Ketchikan from 1923 to 1932. The paper devoted much of its space to denouncing white cannery owners who monopolized native fishing grounds. William Paul used his newspaper and his ANB connections to great advantage in his successful 1924 and 1926 campaigns for the Alaska legislature, becoming the first native Alaskan to serve in that body. He passed a bill that made Alaska natives eligible to receive assistance under the territory's widows, orphans, and old age pension laws. Paul also fended off a challenge to native voting rights in the form of a literacy test. The law passed, but Paul amended it to exclude from its provisions all those who had previously voted. Without this amendment, the literacy test would have disenfranchised most of the native population. Charges that Paul accepted campaign contributions from canneries cost him his bid for re-election in 1928. He also lost his campaigns for territorial attorney general in 1930 and 1932. Nonetheless, Paul continued his successful private law practice. He tried many Indian rights cases, including one that forced the Ketchikan public schools to accept Indian children in 1929. Â¶ In the mid 1930s, William Paul worked for the ANB in Washington, DC. He authored a bill that allowed the Tlingit and Haida Indians to sue the government in a test case to determine the validity of their land claims; Congress passed this law in 1935. Paul was also instrumental in extending the Indian Reorganization Act (IRA) to Alaska in 1936. The Bureau of Indian Affairs (BIA) then hired Paul to help villages draft IRA constitutions. Paul, however, suffered several setbacks in the late 1930s. In 1937 the Alaska Bar Association prohibited Paul from practicing law on the grounds that he had defrauded a client. The BIA fired Paul shortly thereafter. Â¶ The ANB was divided sharply over whether to allow William Paul a major role in planning the Tlingit-Haida land claims suit. Paul would not be readmitted to the Bar until January 1959. His disbarment reduced his influence in the ANB, which turned to the rival Peratrovich family for leadership. Nonetheless, the BIA required the Haida and Tlingit to form a joint council to decide how to prosecute the suit and how to distribute the benefits, and Paul was elected head of this council in 1941. The Central Council of Tlingit and Haida Indian Tribes of Alaska (CCTHITA), founded in 1935, became one of the leading organizations campaigning for native Alaskan rights from the 1940s onwards. Paul's two sons, William Lackey Paul (often referred to as William L. Paul, Jr.) and Louis Frederick Paul (known as Fred Paul), were designated attorneys for the case against the government. The BIA and the Peratroviches removed the Pauls from the case in 1944, hiring instead the nationally known attorney James Curry. Â¶ William Paul dissented from Curry's contention that the Tlingit and Haida were distinct tribal groups whose land holdings had been usurped by whites. Paul argued that the â€˜Tlingit' and â€˜Haida', as represented by the CCTHIA, reflected linguistic rather than tribal groupings. He believed that class action for Native lands claims must be brought by individual tribes rather than the CCTHIA. Paul helped BIA Commissioner Dillon Meyer remove Curry from the case in 1953, forcing the Tlingit and Haida to hire attorney Israel Weissbrodt. Meanwhile, Paul and his sons, despite great opposition from the ANB, brought a series of cases designed to force the courts to accept Paul's theories about the Haida and Tlingit claims. The cases culminated with Tee-Hit-Ton vs. US (1955). The Supreme Court stated that compensation could not be awarded for Native Land Claims unless recognized specifically by Congress, and rejected Paul's theory about the Tlingit and Haida. The CCTHIA was later re-organized, however, in order to reflect more accurately tribal structures in Southeast Alaska. Although considered a setback for Native rights, the Tee-Hit-Ton case did not end the Tlingit-Haida Land Claims action. The Court of Claims ruled in 1959 that the Tlingit and Haida had occupied and owned the entire area of southeast Alaska at the time the state was purchased by the US in 1867. Compensation of $7.5 million was awarded to the CCTHIA in 1968. Organizations including the ANB and the Alaska Federation of Natives International would continue meanwhile to campaign for Native land claim settlements across Alaska. Â¶ Paul moved to Seattle following the Tee-Hit-Ton case, and became gradually less active within the ANB. He adopted the role of an advisor rather than a leader within the organization. He frequently sent open letters to the ANB membership that set out his goals for the organization and his opinions of its leaders' policies. Although he was not active in the passage of the landmark 1971 Alaska Native Claims Settlement Act, his sons were and corresponded with him on the matter. The settlement awarded both land and compensation to Alaskan Natives, to be administered by twelve regional corporations within the state and one outside. Paul would remain involved with Native rights issues and organizations through the final years of his life. He practiced law as late as 1972, and paid active dues to the Alaska Bar Association until 1974. William Lewis Paul died in 1977. Â¶ "
1825-001,"Policar, Harry",Harry Policar oral history interview,[Biographical Historical Note Needed]
2040-002,"Mosler, George",George Mosler papers,"George Mosler, who bakes in his spare time, learned by observing his father. His paternal family, Mosler, came from Austria, and his maternal family, Rickles, immigrated from Rumania. His parents, Samuel and ? married in 1900. Sam Mosler apprenticed as a baker in Austria. He started his bakery career upon arrival in New York. Some years later he established the New York Baking Co. upon his arrival in Seattle. Two brothers bought and operated the Washington Bakery. Sam Mosler was past president of Herzl synagogue. In 1924-25 he sold the bakery business and opened the first health food store in Seattle. He also built apartment houses. Grandmother Rose Rickles was instrumental in forming Chevra Kadisha."
1801-005,"Central Seattle Community Council Federation (Seattle, Wash.)",Central Seattle Community Council Federation records,"Umbrella community organization.Â¶ The Jackson Street Community Council was formed in 1946 as a self-help organization, originally to serve the needs of those living in the international area. In 1967, to broaden service to the entire Central District, the Jackson Street Council and the Central Area Community Council merged to form the Central Seattle Community Council. At present, the Council staff coordinates the work of the Leschi Improvement Council, Cherry Hill Improvement council, Madrona Community Council, Yesler-Atlantic Citizens' Conference, and concerns itself with the area covered formerly by the Jackson Street Community Council. 1946-1971. Primarily concerned with urban planning and race relations. Major ethnic groups concerned are Chinese, Japanese, and Afro-American."
